#	Type	Teff	logg	A_J_2MASS_1	A_J_2MASS_2	A_H_2MASS_1	A_H_2MASS_2	A_Ks_2MASS_1	A_Ks_2MASS_2	A_U_Bessell_1	A_U_Bessell_2	A_B_Bessell_1	A_B_Bessell_2	A_V_Bessell_1	A_V_Bessell_2	A_R_Bessell_1	A_R_Bessell_2	A_I_Bessell_1	A_I_Bessell_2	A_U_Bessell_noatmccd_1	A_U_Bessell_noatmccd_2	A_B_Bessell_noatmccd_1	A_B_Bessell_noatmccd_2	A_V_Bessell_noatmccd_1	A_V_Bessell_noatmccd_2	A_R_Bessell_noatmccd_1	A_R_Bessell_noatmccd_2	A_I_Bessell_noatmccd_1	A_I_Bessell_noatmccd_2	A_G_Gaia_1	A_G_Gaia_2	A_U_INT_1	A_U_INT_2	A_g_INT_1	A_g_INT_2	A_r_INT_1	A_r_INT_2	A_i_INT_1	A_i_INT_2	A_Ha_INT_1	A_Ha_INT_2	A_g_PANSTARRS_1	A_g_PANSTARRS_2	A_r_PANSTARRS_1	A_r_PANSTARRS_2	A_i_PANSTARRS_1	A_i_PANSTARRS_2	A_z_PANSTARRS_1	A_z_PANSTARRS_2	A_y_PANSTARRS_1	A_y_PANSTARRS_2	A_u_SDSS_1	A_u_SDSS_2	A_g_SDSS_1	A_g_SDSS_2	A_r_SDSS_1	A_r_SDSS_2	A_i_SDSS_1	A_i_SDSS_2	A_z_SDSS_1	A_z_SDSS_2	A_u_Skymapper_1	A_u_Skymapper_2	A_v_Skymapper_1	A_v_Skymapper_2	A_g_Skymapper_1	A_g_Skymapper_2	A_r_Skymapper_1	A_r_Skymapper_2	A_i_Skymapper_1	A_i_Skymapper_2	A_z_Skymapper_1	A_z_Skymapper_2	A_u_Stromgren_1	A_u_Stromgren_2	A_b_Stromgren_1	A_b_Stromgren_2	A_v_Stromgren_1	A_v_Stromgren_2	A_y_Stromgren_1	A_y_Stromgren_2	A_Hbn_Stromgren_1	A_Hbn_Stromgren_2	A_Hbw_Stromgren_1	A_Hbw_Stromgren_2	A_Z_UKIDSS_1	A_Z_UKIDSS_2	A_Y_UKIDSS_1	A_Y_UKIDSS_2	A_J_UKIDSS_1	A_J_UKIDSS_2	A_H_UKIDSS_1	A_H_UKIDSS_2	A_K_UKIDSS_1	A_K_UKIDSS_2	A_Z_VISTA_1	A_Z_VISTA_2	A_Y_VISTA_1	A_Y_VISTA_2	A_J_VISTA_1	A_J_VISTA_2	A_H_VISTA_1	A_H_VISTA_2	A_Ks_VISTA_1	A_Ks_VISTA_2	A_u_VST_1	A_u_VST_2	A_g_VST_1	A_g_VST_2	A_r_VST_1	A_r_VST_2	A_i_VST_1	A_i_VST_2	A_Ha_VST_1	A_Ha_VST_2
Rayleigh-Jeans	inf	inf	0.25572	-0.00042267	0.15032	-7.8365E-05	0.090921	-2.1052E-05	1.0453	-0.00031144	0.94832	-0.0012393	0.79396	-0.0010307	0.67912	-0.0020751	0.52767	-0.00065582	1.0533	-0.00034414	0.95302	-0.0012471	0.7938	-0.0010398	0.67483	-0.0023767	0.51956	-0.00069997	0.80018	-0.011537	1.0488	-0.00031003	0.88656	-0.001314	0.70022	-0.0009552	0.55327	-0.0007192	0.65522	-4.8884E-06	0.89118	-0.0017007	0.70382	-0.0010128	0.56485	-0.00055575	0.46642	-0.00024955	0.37689	-7.9705E-05	1.0575	-0.00026767	0.91052	-0.0014905	0.70682	-0.00075866	0.56755	-0.00057857	0.44841	-0.00062581	1.067	-0.0011507	1.0214	-9.7954E-05	0.86295	-0.0022513	0.71796	-0.0014918	0.54243	-0.00058509	0.43436	-0.00064177	1.0658	-0.00011523	0.90395	-8.222E-05	0.9854	-8.1975E-05	0.78858	-8.6167E-05	0.87571	-2.1172E-06	0.87246	-3.1114E-05	0.4527	-0.00020072	0.35377	-0.00015468	0.24968	-0.00015008	0.15242	-9.9488E-05	0.088042	-2.6695E-05	0.45587	0.00051975	0.3598	-0.00015123	0.24922	-0.00017127	0.15106	-9.4282E-05	0.09319	-8.9951E-05	1.0571	-0.00025436	0.90801	-0.0014856	0.69752	-0.0010323	0.56613	-0.00084336	0.65294	-6.3961E-06
O9	33500	3.95	NAN	NAN	NAN	NAN	NAN	NAN	1.0442	-0.00031356	0.94658	-0.0012496	0.79342	-0.0010378	0.67769	-0.0020887	0.52746	-0.00065599	1.0523	-0.00034774	0.95123	-0.0012597	0.79325	-0.001047	0.67326	-0.0023938	0.51933	-0.00069985	NAN	NAN	1.0477	-0.00031154	0.88496	-0.0013058	0.69939	-0.00095253	0.55297	-0.00071736	0.65521	-4.9896E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0568	-0.00026835	0.90846	-0.0014758	0.70616	-0.00075547	0.56724	-0.00057847	NAN	NAN	1.0678	-0.0014976	1.0207	-9.8568E-05	0.8608	-0.0022398	0.71687	-0.0014894	0.54222	-0.00058337	NAN	NAN	1.0656	-0.00011411	0.90386	-8.2185E-05	0.98519	-8.173E-05	0.78853	-8.5849E-05	0.87577	-2.1578E-06	0.87242	-3.1535E-05	0.45248	-0.00020035	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0568	-0.00027626	0.9061	-0.0014804	0.69662	-0.0010292	0.56574	-0.00084149	0.65289	-6.467E-06
B0	31480	4.00	NAN	NAN	NAN	NAN	NAN	NAN	1.0439	-0.00031311	0.94645	-0.0012496	0.79331	-0.0010367	0.67786	-0.0020927	0.52739	-0.00065614	1.052	-0.00034816	0.95109	-0.0012598	0.79314	-0.0010458	0.67343	-0.0023987	0.51925	-0.00069949	NAN	NAN	1.0474	-0.00031121	0.88486	-0.0013052	0.69954	-0.00095363	0.5529	-0.00071828	0.65522	-5.0074E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0566	-0.00026865	0.90834	-0.0014746	0.70629	-0.00075597	0.56722	-0.00057865	NAN	NAN	1.0678	-0.0015419	1.0206	-9.8697E-05	0.86059	-0.0022409	0.71694	-0.0014881	0.54214	-0.00058403	NAN	NAN	1.0656	-0.0001145	0.90386	-8.2036E-05	0.98516	-8.1662E-05	0.78852	-8.5983E-05	0.87579	-2.1663E-06	0.87241	-3.1625E-05	0.4525	-0.00020062	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0567	-0.00027918	0.90599	-0.0014798	0.69678	-0.0010305	0.56567	-0.00084242	0.65288	-6.4836E-06
B1	26490	4.00	NAN	NAN	NAN	NAN	NAN	NAN	1.0429	-0.0003126	0.94585	-0.0012501	0.79297	-0.001038	0.67753	-0.0021032	0.52722	-0.00065685	1.0511	-0.00035007	0.95046	-0.0012609	0.79279	-0.0010472	0.67305	-0.0024123	0.51906	-0.00069961	NAN	NAN	1.0466	-0.00031093	0.88442	-0.0013028	0.69941	-0.00095419	0.55271	-0.00071843	0.65522	-5.0429E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.056	-0.00026988	0.90773	-0.0014683	0.70621	-0.00075572	0.56708	-0.00057882	NAN	NAN	1.0682	-0.0017568	1.0203	-9.8571E-05	0.85984	-0.0022416	0.71662	-0.0014856	0.54198	-0.00058399	NAN	NAN	1.0654	-0.00011481	0.90385	-8.1547E-05	0.98507	-8.1453E-05	0.78849	-8.6055E-05	0.87581	-2.1842E-06	0.8724	-3.1796E-05	0.4524	-0.00020054	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0563	-0.00029383	0.90544	-0.0014771	0.69663	-0.0010312	0.56546	-0.00084262	0.65287	-6.5131E-06
B2	23010	4.06	NAN	NAN	NAN	NAN	NAN	NAN	1.0422	-0.00031292	0.94542	-0.0012482	0.79278	-0.0010393	0.67725	-0.0021096	0.52711	-0.0006574	1.0503	-0.00035247	0.94998	-0.0012592	0.7926	-0.0010485	0.67272	-0.0024208	0.51893	-0.00069985	NAN	NAN	1.0458	-0.00031143	0.88419	-0.0013021	0.69927	-0.00095412	0.55259	-0.00071838	0.65522	-5.075E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0555	-0.00027143	0.90736	-0.0014639	0.70612	-0.00075518	0.56698	-0.00057895	NAN	NAN	1.0687	-0.0019558	1.0199	-9.8385E-05	0.85944	-0.0022428	0.71638	-0.0014844	0.54189	-0.00058386	NAN	NAN	1.0653	-0.00011482	0.90385	-8.1148E-05	0.98498	-8.114E-05	0.78848	-8.6064E-05	0.87584	-2.2014E-06	0.87238	-3.1981E-05	0.45231	-0.00020041	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.056	-0.00030778	0.90514	-0.0014757	0.69648	-0.0010312	0.56532	-0.00084264	0.65285	-6.5368E-06
B3	19320	4.06	NAN	NAN	NAN	NAN	NAN	NAN	1.0407	-0.00031226	0.94471	-0.0012466	0.79244	-0.0010423	0.67668	-0.0021216	0.52688	-0.00065868	1.0489	-0.00035582	0.94922	-0.001258	0.79226	-0.0010515	0.67208	-0.0024369	0.51867	-0.00070041	NAN	NAN	1.0445	-0.00031133	0.88374	-0.0013	0.699	-0.00095385	0.55236	-0.0007185	0.65521	-5.1119E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0546	-0.00027409	0.9067	-0.0014568	0.70591	-0.00075434	0.56681	-0.0005792	NAN	NAN	1.0696	-0.0023632	1.0192	-9.759E-05	0.85869	-0.0022441	0.71591	-0.0014818	0.5417	-0.00058389	NAN	NAN	1.0651	-0.00011472	0.90384	-8.0629E-05	0.98486	-8.0722E-05	0.78845	-8.61E-05	0.87587	-2.2263E-06	0.87236	-3.2275E-05	0.45216	-0.00020011	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0555	-0.00033669	0.90458	-0.0014732	0.69618	-0.001031	0.56505	-0.00084275	0.65283	-6.5584E-06
B5	15420	4.10	NAN	NAN	NAN	NAN	NAN	NAN	1.0386	-0.00030862	0.94369	-0.0012463	0.79198	-0.0010461	0.67597	-0.0021373	0.52659	-0.00066062	1.0468	-0.0003583	0.94813	-0.0012583	0.7918	-0.0010553	0.67126	-0.0024581	0.51833	-0.00070148	NAN	NAN	1.0425	-0.00030884	0.88301	-0.0012953	0.69866	-0.00095368	0.55209	-0.00071861	0.65521	-5.177E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0532	-0.00027722	0.90569	-0.001446	0.70567	-0.00075338	0.56659	-0.00057944	NAN	NAN	1.0712	-0.0030834	1.0183	-9.6068E-05	0.85753	-0.0022427	0.7153	-0.0014782	0.54148	-0.00058392	NAN	NAN	1.0649	-0.00011457	0.90381	-8.0087E-05	0.98472	-8.0299E-05	0.7884	-8.6104E-05	0.87592	-2.2638E-06	0.87231	-3.2712E-05	0.45194	-0.00019957	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0547	-0.00038871	0.90367	-0.0014681	0.6958	-0.001031	0.56472	-0.00084281	0.65279	-6.5972E-06
B6	14190	4.09	NAN	NAN	NAN	NAN	NAN	NAN	1.0378	-0.00030624	0.94339	-0.0012462	0.79185	-0.0010471	0.67577	-0.0021421	0.5265	-0.00066138	1.0459	-0.0003584	0.94781	-0.0012584	0.79167	-0.0010563	0.67103	-0.0024648	0.51823	-0.00070206	NAN	NAN	1.0417	-0.00030704	0.88279	-0.0012939	0.69857	-0.00095367	0.55201	-0.00071858	0.65521	-5.2008E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0526	-0.00027826	0.90539	-0.0014428	0.70561	-0.00075309	0.56654	-0.0005795	NAN	NAN	1.0719	-0.0033766	1.018	-9.5312E-05	0.85718	-0.0022419	0.71514	-0.0014773	0.54142	-0.00058386	NAN	NAN	1.0647	-0.00011458	0.9038	-7.9928E-05	0.98468	-8.0161E-05	0.78839	-8.6095E-05	0.87594	-2.276E-06	0.8723	-3.2854E-05	0.45185	-0.00019931	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0544	-0.00041023	0.9034	-0.0014665	0.6957	-0.0010311	0.56463	-0.00084278	0.65278	-6.6118E-06
B7	12790	4.07	NAN	NAN	NAN	NAN	NAN	NAN	1.0354	-0.00029774	0.94262	-0.001245	0.79158	-0.0010488	0.67534	-0.002154	0.5263	-0.00066344	1.0435	-0.00035694	0.94698	-0.0012576	0.79139	-0.001058	0.67053	-0.0024815	0.51798	-0.00070374	NAN	NAN	1.0393	-0.00030038	0.88226	-0.0012903	0.6984	-0.00095386	0.55185	-0.00071849	0.6552	-5.276E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0509	-0.0002809	0.90465	-0.0014347	0.7055	-0.00075239	0.56641	-0.00057964	NAN	NAN	1.0739	-0.004309	1.0171	-9.3022E-05	0.85637	-0.0022389	0.71481	-0.0014756	0.54129	-0.00058368	NAN	NAN	1.0645	-0.00011466	0.90378	-7.9441E-05	0.98457	-7.9734E-05	0.78836	-8.6063E-05	0.87599	-2.3126E-06	0.87225	-3.3304E-05	0.45161	-0.00019862	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0535	-0.00048043	0.90273	-0.0014626	0.6955	-0.0010314	0.56444	-0.00084275	0.65274	-6.6602E-06
B8	11510	4.07	0.25503	-0.00042176	0.14992	-7.8173E-05	0.090872	-2.1099E-05	1.0349	-0.00029924	0.94211	-0.0012439	0.79144	-0.0010493	0.67512	-0.0021586	0.5266	-0.0006632	1.043	-0.00036015	0.94643	-0.0012566	0.79125	-0.0010585	0.67028	-0.0024863	0.51829	-0.00070653	0.7611	-0.010706	1.0389	-0.0003023	0.88191	-0.0012885	0.69831	-0.00095394	0.55215	-0.00071144	0.65517	-5.3079E-06	0.88466	-0.0016361	0.70175	-0.0010036	0.56368	-0.00055329	0.46486	-0.00025285	0.37676	-7.0119E-05	1.0507	-0.0002836	0.90417	-0.0014298	0.70546	-0.00075191	0.56638	-0.00057868	0.44522	-0.00064752	1.0751	-0.0047052	1.0167	-9.2464E-05	0.85587	-0.0022362	0.71466	-0.001475	0.54161	-0.00057814	0.43125	-0.000653	1.0646	-0.00011362	0.9038	-7.9106E-05	0.98448	-7.9438E-05	0.78835	-8.6049E-05	0.87595	-2.4993E-06	0.87217	-3.3515E-05	0.45122	-0.00019636	0.35339	-0.0001544	0.24953	-0.00015031	0.15195	-9.9432E-05	0.087976	-2.6728E-05	0.4541	0.00083742	0.35944	-0.0001529	0.249	-0.00017116	0.15059	-9.3854E-05	0.092871	-7.7174E-05	1.0536	-0.00051327	0.9023	-0.0014605	0.6954	-0.0010317	0.5646	-0.00083647	0.65269	-6.6173E-06
