#	Type	Teff	logg	A_J_2MASS_1	A_J_2MASS_2	A_H_2MASS_1	A_H_2MASS_2	A_Ks_2MASS_1	A_Ks_2MASS_2	A_U_Bessell_1	A_U_Bessell_2	A_B_Bessell_1	A_B_Bessell_2	A_V_Bessell_1	A_V_Bessell_2	A_R_Bessell_1	A_R_Bessell_2	A_I_Bessell_1	A_I_Bessell_2	A_U_Bessell_noatmccd_1	A_U_Bessell_noatmccd_2	A_B_Bessell_noatmccd_1	A_B_Bessell_noatmccd_2	A_V_Bessell_noatmccd_1	A_V_Bessell_noatmccd_2	A_R_Bessell_noatmccd_1	A_R_Bessell_noatmccd_2	A_I_Bessell_noatmccd_1	A_I_Bessell_noatmccd_2	A_G_Gaia_1	A_G_Gaia_2	A_U_INT_1	A_U_INT_2	A_g_INT_1	A_g_INT_2	A_r_INT_1	A_r_INT_2	A_i_INT_1	A_i_INT_2	A_Ha_INT_1	A_Ha_INT_2	A_g_PANSTARRS_1	A_g_PANSTARRS_2	A_r_PANSTARRS_1	A_r_PANSTARRS_2	A_i_PANSTARRS_1	A_i_PANSTARRS_2	A_z_PANSTARRS_1	A_z_PANSTARRS_2	A_y_PANSTARRS_1	A_y_PANSTARRS_2	A_u_SDSS_1	A_u_SDSS_2	A_g_SDSS_1	A_g_SDSS_2	A_r_SDSS_1	A_r_SDSS_2	A_i_SDSS_1	A_i_SDSS_2	A_z_SDSS_1	A_z_SDSS_2	A_u_Skymapper_1	A_u_Skymapper_2	A_v_Skymapper_1	A_v_Skymapper_2	A_g_Skymapper_1	A_g_Skymapper_2	A_r_Skymapper_1	A_r_Skymapper_2	A_i_Skymapper_1	A_i_Skymapper_2	A_z_Skymapper_1	A_z_Skymapper_2	A_u_Stromgren_1	A_u_Stromgren_2	A_b_Stromgren_1	A_b_Stromgren_2	A_v_Stromgren_1	A_v_Stromgren_2	A_y_Stromgren_1	A_y_Stromgren_2	A_Hbn_Stromgren_1	A_Hbn_Stromgren_2	A_Hbw_Stromgren_1	A_Hbw_Stromgren_2	A_Z_UKIDSS_1	A_Z_UKIDSS_2	A_Y_UKIDSS_1	A_Y_UKIDSS_2	A_J_UKIDSS_1	A_J_UKIDSS_2	A_H_UKIDSS_1	A_H_UKIDSS_2	A_K_UKIDSS_1	A_K_UKIDSS_2	A_Z_VISTA_1	A_Z_VISTA_2	A_Y_VISTA_1	A_Y_VISTA_2	A_J_VISTA_1	A_J_VISTA_2	A_H_VISTA_1	A_H_VISTA_2	A_Ks_VISTA_1	A_Ks_VISTA_2	A_u_VST_1	A_u_VST_2	A_g_VST_1	A_g_VST_2	A_r_VST_1	A_r_VST_2	A_i_VST_1	A_i_VST_2	A_Ha_VST_1	A_Ha_VST_2
Rayleigh-Jeans	inf	inf	0.16575	-0.00016914	0.098327	-3.3879E-05	0.05915	-9.1093E-06	1.0837	-0.0011072	0.91801	-0.0030491	0.69038	-0.0019011	0.54245	-0.0027775	0.37492	-0.00059679	1.0995	-0.001267	0.92562	-0.0031138	0.69016	-0.0019166	0.53749	-0.0030904	0.36722	-0.00062817	0.6983	-0.015724	1.0904	-0.0011174	0.82252	-0.00276	0.56717	-0.0014444	0.40044	-0.00071931	0.51104	-6.8063E-06	0.82953	-0.0035344	0.57172	-0.001544	0.41202	-0.00058303	0.31789	-0.00018829	0.24615	-5.3279E-05	1.1074	-0.0010111	0.85873	-0.003245	0.57514	-0.0011733	0.41483	-0.00060656	0.30295	-0.00040699	1.1445	-0.0065518	1.0381	-0.00031811	0.78868	-0.0044758	0.59013	-0.0023079	0.38935	-0.0005688	0.29132	-0.00039764	1.1237	-0.00046604	0.84724	-0.00018537	0.97566	-0.0002265	0.68178	-0.00016074	0.80513	-4.5608E-06	0.8004	-6.6608E-05	0.30602	-0.00014447	0.22975	-7.4914E-05	0.16192	-5.9301E-05	0.099704	-4.2929E-05	0.057261	-1.1511E-05	0.3097	7.6193E-05	0.23396	-7.3611E-05	0.16163	-6.8115E-05	0.098811	-4.0882E-05	0.060682	-4.5353E-05	1.1075	-0.0010723	0.85505	-0.0032479	0.56391	-0.0015462	0.41381	-0.00087478	0.50836	-8.8502E-06
O9	33500	3.95	NAN	NAN	NAN	NAN	NAN	NAN	1.0815	-0.0011078	0.91523	-0.0030571	0.68965	-0.0019118	0.54072	-0.0027851	0.37472	-0.00059663	1.0974	-0.001273	0.92274	-0.0031261	0.68942	-0.0019275	0.53561	-0.0030996	0.367	-0.00062771	NAN	NAN	1.0884	-0.0011167	0.82011	-0.0027314	0.56613	-0.0014379	0.40014	-0.00071719	0.51104	-6.9471E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.106	-0.0010107	0.85554	-0.0031963	0.57431	-0.0011668	0.41452	-0.0006062	NAN	NAN	1.1508	-0.0082922	1.0368	-0.0003187	0.78551	-0.004432	0.58874	-0.0022992	0.38913	-0.00056697	NAN	NAN	1.1232	-0.00046097	0.84711	-0.00018528	0.97531	-0.00022569	0.68171	-0.00016013	0.80523	-4.6495E-06	0.80035	-6.7501E-05	0.30583	-0.00014418	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.1072	-0.0011897	0.85211	-0.0032191	0.56279	-0.0015387	0.4134	-0.00087237	0.50831	-8.9477E-06
B0	31480	4.00	NAN	NAN	NAN	NAN	NAN	NAN	1.081	-0.0011044	0.91503	-0.0030559	0.68949	-0.0019091	0.54093	-0.0027911	0.37464	-0.00059675	1.0968	-0.0012724	0.92252	-0.0031251	0.68926	-0.0019247	0.53582	-0.0031067	0.36692	-0.00062738	NAN	NAN	1.0878	-0.0011137	0.81997	-0.0027298	0.56631	-0.0014399	0.40007	-0.00071799	0.51104	-6.9719E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.1056	-0.0010105	0.85535	-0.0031927	0.57448	-0.0011678	0.41449	-0.00060636	NAN	NAN	1.1514	-0.0084985	1.0367	-0.00031897	0.7852	-0.0044316	0.58884	-0.0022977	0.38906	-0.00056753	NAN	NAN	1.1231	-0.0004624	0.84711	-0.00018495	0.97527	-0.00022548	0.6817	-0.00016038	0.80525	-4.6681E-06	0.80034	-6.7692E-05	0.30585	-0.00014439	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.1069	-0.0012039	0.85194	-0.0032169	0.56298	-0.0015412	0.41334	-0.00087319	0.5083	-8.9706E-06
B1	26490	4.00	NAN	NAN	NAN	NAN	NAN	NAN	1.0792	-0.0010968	0.91406	-0.0030515	0.68902	-0.00191	0.54055	-0.0028021	0.37448	-0.0005972	1.095	-0.0012728	0.9215	-0.0031216	0.68879	-0.0019256	0.53537	-0.00312	0.36674	-0.00062728	NAN	NAN	1.0861	-0.0011073	0.81931	-0.0027219	0.56615	-0.0014403	0.39988	-0.00071792	0.51105	-7.0214E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.1044	-0.0010117	0.85441	-0.0031748	0.57437	-0.0011673	0.41435	-0.00060639	NAN	NAN	1.1546	-0.0094872	1.036	-0.00031789	0.78409	-0.0044252	0.58843	-0.0022924	0.3889	-0.00056735	NAN	NAN	1.1227	-0.00046333	0.84709	-0.00018386	0.97512	-0.00022484	0.68166	-0.00016051	0.80529	-4.7071E-06	0.80031	-6.8053E-05	0.30577	-0.00014432	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.1064	-0.0012781	0.85109	-0.0032064	0.56279	-0.0015417	0.41311	-0.00087308	0.50828	-9.0112E-06
B2	23010	4.06	NAN	NAN	NAN	NAN	NAN	NAN	1.0777	-0.001093	0.91337	-0.0030433	0.68876	-0.0019115	0.54021	-0.002808	0.37437	-0.00059757	1.0936	-0.0012761	0.92073	-0.0031132	0.68853	-0.001927	0.53499	-0.0031275	0.36662	-0.00062735	NAN	NAN	1.0847	-0.0011045	0.81895	-0.0027188	0.56598	-0.0014398	0.39976	-0.00071775	0.51105	-7.066E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.1034	-0.0010149	0.85384	-0.0031629	0.57426	-0.0011662	0.41425	-0.00060644	NAN	NAN	1.1576	-0.010367	1.0353	-0.0003166	0.7835	-0.0044232	0.58812	-0.0022894	0.3888	-0.00056713	NAN	NAN	1.1225	-0.00046317	0.84709	-0.00018297	0.97497	-0.00022392	0.68164	-0.00016053	0.80532	-4.7445E-06	0.80029	-6.8444E-05	0.30569	-0.00014422	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.1061	-0.0013487	0.85063	-0.0032011	0.56261	-0.0015412	0.41297	-0.00087289	0.50826	-9.0438E-06
B3	19320	4.06	NAN	NAN	NAN	NAN	NAN	NAN	1.0749	-0.0010818	0.91224	-0.0030337	0.6883	-0.0019154	0.53954	-0.002819	0.37415	-0.00059845	1.0909	-0.0012779	0.9195	-0.0031034	0.68807	-0.001931	0.53423	-0.0031417	0.36637	-0.00062756	NAN	NAN	1.0821	-0.0010957	0.81829	-0.0027116	0.56564	-0.0014386	0.39953	-0.0007176	0.51104	-7.1174E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.1016	-0.0010198	0.85282	-0.0031432	0.574	-0.0011644	0.41407	-0.00060651	NAN	NAN	1.1631	-0.012062	1.0341	-0.00031288	0.7824	-0.0044179	0.58751	-0.0022833	0.38862	-0.00056701	NAN	NAN	1.1222	-0.00046246	0.84708	-0.0001818	0.97477	-0.00022271	0.6816	-0.00016059	0.80537	-4.7987E-06	0.80026	-6.9067E-05	0.30556	-0.00014399	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.1055	-0.0014941	0.84976	-0.0031909	0.56223	-0.00154	0.4127	-0.00087261	0.50824	-9.0734E-06
B5	15420	4.10	NAN	NAN	NAN	NAN	NAN	NAN	1.0708	-0.0010565	0.9106	-0.003024	0.68768	-0.0019202	0.53869	-0.0028333	0.37388	-0.00059985	1.0867	-0.0012713	0.91775	-0.0030943	0.68743	-0.0019358	0.53327	-0.0031602	0.36605	-0.00062813	NAN	NAN	1.0782	-0.0010747	0.81719	-0.0026971	0.56522	-0.0014373	0.39925	-0.00071741	0.51104	-7.2079E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0988	-0.0010235	0.85127	-0.0031129	0.57369	-0.0011623	0.41385	-0.00060655	NAN	NAN	1.1714	-0.014757	1.0325	-0.00030648	0.78069	-0.0044035	0.58673	-0.0022752	0.3884	-0.00056686	NAN	NAN	1.1217	-0.00046132	0.84703	-0.00018057	0.97454	-0.00022148	0.68153	-0.00016058	0.80544	-4.8803E-06	0.80019	-6.9987E-05	0.30537	-0.00014359	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.1048	-0.0017526	0.84837	-0.0031724	0.56177	-0.0015387	0.41236	-0.00087217	0.50819	-9.1267E-06
B6	14190	4.09	NAN	NAN	NAN	NAN	NAN	NAN	1.0692	-0.0010435	0.91012	-0.0030211	0.6875	-0.0019214	0.53845	-0.0028377	0.3738	-0.00060042	1.0851	-0.0012654	0.91723	-0.0030914	0.68725	-0.0019369	0.533	-0.0031662	0.36595	-0.00062851	NAN	NAN	1.0766	-0.0010637	0.81686	-0.0026926	0.5651	-0.001437	0.39918	-0.00071729	0.51103	-7.241E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0977	-0.001024	0.85081	-0.003104	0.57361	-0.0011617	0.41379	-0.00060655	NAN	NAN	1.1742	-0.01576	1.0319	-0.00030354	0.78018	-0.0043986	0.58653	-0.002273	0.38835	-0.00056676	NAN	NAN	1.1214	-0.00046114	0.84701	-0.00018021	0.97447	-0.00022108	0.68151	-0.00016056	0.80547	-4.907E-06	0.80017	-7.0285E-05	0.3053	-0.0001434	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.1044	-0.0018573	0.84795	-0.0031668	0.56164	-0.0015384	0.41227	-0.00087201	0.50818	-9.1467E-06
B7	12790	4.07	NAN	NAN	NAN	NAN	NAN	NAN	1.0647	-0.0010013	0.90889	-0.0030119	0.68712	-0.0019232	0.53795	-0.002849	0.3736	-0.00060195	1.0803	-0.0012425	0.9159	-0.003082	0.68687	-0.0019387	0.53241	-0.0031816	0.36572	-0.00062965	NAN	NAN	1.0721	-0.0010273	0.81606	-0.0026819	0.56489	-0.0014367	0.39902	-0.00071703	0.51103	-7.3457E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0943	-0.0010237	0.84967	-0.0030816	0.57348	-0.0011604	0.41365	-0.00060657	NAN	NAN	1.1817	-0.018659	1.0303	-0.00029483	0.77899	-0.0043848	0.58611	-0.0022689	0.38821	-0.00056647	NAN	NAN	1.1209	-0.00046087	0.84698	-0.0001791	0.97428	-0.00021984	0.68147	-0.0001605	0.80555	-4.9868E-06	0.80011	-7.1234E-05	0.30509	-0.00014288	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.1036	-0.0021936	0.84693	-0.0031531	0.5614	-0.0015383	0.41207	-0.00087168	0.50813	-9.2131E-06
B8	11510	4.07	0.16532	-0.00016889	0.098067	-3.3822E-05	0.059118	-9.1303E-06	1.0638	-0.0010035	0.90809	-0.003005	0.68693	-0.0019236	0.53769	-0.0028534	0.37389	-0.00060159	1.0795	-0.0012506	0.91503	-0.0030752	0.68668	-0.0019391	0.53212	-0.0031858	0.36601	-0.00063192	0.6476	-0.013855	1.0714	-0.0010314	0.81554	-0.0026758	0.56478	-0.0014366	0.39931	-0.00071063	0.51099	-7.3898E-06	0.81967	-0.0033495	0.56912	-0.0015235	0.41082	-0.0005794	0.31654	-0.0001905	0.24602	-4.3073E-05	1.094	-0.0010328	0.84894	-0.0030679	0.57342	-0.0011595	0.41362	-0.00060561	0.30032	-0.00041899	1.1851	-0.019814	1.0296	-0.00029245	0.77825	-0.0043747	0.58592	-0.0022673	0.38852	-0.00056154	0.28883	-0.00040305	1.1211	-0.00045695	0.84701	-0.00017836	0.97413	-0.00021896	0.68146	-0.00016047	0.80549	-5.3887E-06	0.79999	-7.166E-05	0.30476	-0.00014119	0.22949	-7.4831E-05	0.16182	-5.9396E-05	0.099396	-4.2945E-05	0.057218	-1.1526E-05	0.30866	0.00017088	0.23371	-7.4195E-05	0.16149	-6.7971E-05	0.098503	-4.0694E-05	0.060464	-3.858E-05	1.1043	-0.0023551	0.84627	-0.0031451	0.56128	-0.0015383	0.41223	-0.00086579	0.50808	-9.1531E-06
