#	Type	Teff	logg	A_J_2MASS_1	A_J_2MASS_2	A_H_2MASS_1	A_H_2MASS_2	A_Ks_2MASS_1	A_Ks_2MASS_2	A_U_Bessell_1	A_U_Bessell_2	A_B_Bessell_1	A_B_Bessell_2	A_V_Bessell_1	A_V_Bessell_2	A_R_Bessell_1	A_R_Bessell_2	A_I_Bessell_1	A_I_Bessell_2	A_U_Bessell_noatmccd_1	A_U_Bessell_noatmccd_2	A_B_Bessell_noatmccd_1	A_B_Bessell_noatmccd_2	A_V_Bessell_noatmccd_1	A_V_Bessell_noatmccd_2	A_R_Bessell_noatmccd_1	A_R_Bessell_noatmccd_2	A_I_Bessell_noatmccd_1	A_I_Bessell_noatmccd_2	A_G_Gaia_1	A_G_Gaia_2	A_U_INT_1	A_U_INT_2	A_g_INT_1	A_g_INT_2	A_r_INT_1	A_r_INT_2	A_i_INT_1	A_i_INT_2	A_Ha_INT_1	A_Ha_INT_2	A_g_PANSTARRS_1	A_g_PANSTARRS_2	A_r_PANSTARRS_1	A_r_PANSTARRS_2	A_i_PANSTARRS_1	A_i_PANSTARRS_2	A_z_PANSTARRS_1	A_z_PANSTARRS_2	A_y_PANSTARRS_1	A_y_PANSTARRS_2	A_u_SDSS_1	A_u_SDSS_2	A_g_SDSS_1	A_g_SDSS_2	A_r_SDSS_1	A_r_SDSS_2	A_i_SDSS_1	A_i_SDSS_2	A_z_SDSS_1	A_z_SDSS_2	A_u_Skymapper_1	A_u_Skymapper_2	A_v_Skymapper_1	A_v_Skymapper_2	A_g_Skymapper_1	A_g_Skymapper_2	A_r_Skymapper_1	A_r_Skymapper_2	A_i_Skymapper_1	A_i_Skymapper_2	A_z_Skymapper_1	A_z_Skymapper_2	A_u_Stromgren_1	A_u_Stromgren_2	A_b_Stromgren_1	A_b_Stromgren_2	A_v_Stromgren_1	A_v_Stromgren_2	A_y_Stromgren_1	A_y_Stromgren_2	A_Hbn_Stromgren_1	A_Hbn_Stromgren_2	A_Hbw_Stromgren_1	A_Hbw_Stromgren_2	A_Z_UKIDSS_1	A_Z_UKIDSS_2	A_Y_UKIDSS_1	A_Y_UKIDSS_2	A_J_UKIDSS_1	A_J_UKIDSS_2	A_H_UKIDSS_1	A_H_UKIDSS_2	A_K_UKIDSS_1	A_K_UKIDSS_2	A_Z_VISTA_1	A_Z_VISTA_2	A_Y_VISTA_1	A_Y_VISTA_2	A_J_VISTA_1	A_J_VISTA_2	A_H_VISTA_1	A_H_VISTA_2	A_Ks_VISTA_1	A_Ks_VISTA_2	A_u_VST_1	A_u_VST_2	A_g_VST_1	A_g_VST_2	A_r_VST_1	A_r_VST_2	A_i_VST_1	A_i_VST_2	A_Ha_VST_1	A_Ha_VST_2
Rayleigh-Jeans	inf	inf	0.25283	-0.0004128	0.14865	-7.6653E-05	0.089901	-2.0592E-05	1.0469	-0.00033651	0.9473	-0.0012856	0.79062	-0.0010538	0.67475	-0.0020962	0.52278	-0.00065394	1.0553	-0.00037344	0.9521	-0.0012947	0.79045	-0.0010631	0.67044	-0.0023982	0.51468	-0.00069767	0.79704	-0.011676	1.0505	-0.00033579	0.88447	-0.0013524	0.69597	-0.00096933	0.54837	-0.00071928	0.6506	-4.9448E-06	0.88917	-0.0017505	0.69959	-0.0010281	0.55996	-0.00055668	0.46166	-0.00024747	0.37269	-7.8727E-05	1.0596	-0.00029153	0.90883	-0.0015377	0.7026	-0.00077054	0.56266	-0.00057952	0.44375	-0.00061796	1.0696	-0.0012355	1.0221	-0.00010411	0.86054	-0.002311	0.71386	-0.0015153	0.53753	-0.00058462	0.42977	-0.00063296	1.0683	-0.00012637	0.90206	-8.4848E-05	0.98506	-8.5816E-05	0.78514	-8.8137E-05	0.87339	-2.179E-06	0.87009	-3.2013E-05	0.448	-0.00019879	0.34979	-0.00015168	0.24687	-0.00014653	0.15073	-9.7311E-05	0.087054	-2.611E-05	0.45121	0.00049697	0.35576	-0.00014827	0.24641	-0.00016724	0.14938	-9.223E-05	0.092148	-8.8423E-05	1.0592	-0.00027573	0.90627	-0.0015323	0.69325	-0.0010472	0.56126	-0.00084444	0.64831	-6.4685E-06
O9	33500	3.95	NAN	NAN	NAN	NAN	NAN	NAN	1.0457	-0.00033858	0.94553	-0.0012959	0.79008	-0.001061	0.6733	-0.0021096	0.52257	-0.0006541	1.0541	-0.0003771	0.95027	-0.0013074	0.7899	-0.0010704	0.66886	-0.0024152	0.51445	-0.00069754	NAN	NAN	1.0494	-0.00033722	0.88283	-0.0013437	0.69513	-0.00096656	0.54808	-0.00071743	0.6506	-5.0472E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0589	-0.00029215	0.90673	-0.0015222	0.70194	-0.00076727	0.56235	-0.00057942	NAN	NAN	1.0705	-0.0016055	1.0213	-0.00010473	0.85836	-0.0022988	0.71277	-0.0015128	0.53731	-0.0005829	NAN	NAN	1.068	-0.00012512	0.90197	-8.4811E-05	0.98484	-8.5552E-05	0.78509	-8.7812E-05	0.87346	-2.2208E-06	0.87005	-3.2447E-05	0.44778	-0.00019842	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0589	-0.00029894	0.90433	-0.0015265	0.69234	-0.0010439	0.56086	-0.00084255	0.64826	-6.5401E-06
B0	31480	4.00	NAN	NAN	NAN	NAN	NAN	NAN	1.0454	-0.00033805	0.9454	-0.0012959	0.78996	-0.0010598	0.67347	-0.0021136	0.5225	-0.00065425	1.0538	-0.00037751	0.95013	-0.0013074	0.78979	-0.0010692	0.66903	-0.0024202	0.51437	-0.00069718	NAN	NAN	1.0491	-0.00033681	0.88274	-0.0013431	0.69527	-0.00096769	0.548	-0.00071834	0.6506	-5.0652E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0586	-0.00029245	0.90661	-0.0015209	0.70207	-0.00076778	0.56233	-0.0005796	NAN	NAN	1.0705	-0.0016527	1.0212	-0.00010486	0.85815	-0.0022999	0.71284	-0.0015115	0.53724	-0.00058356	NAN	NAN	1.068	-0.00012555	0.90197	-8.4657E-05	0.98482	-8.548E-05	0.78508	-8.7949E-05	0.87347	-2.2296E-06	0.87005	-3.2539E-05	0.4478	-0.00019869	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0587	-0.00030202	0.90421	-0.0015259	0.69249	-0.0010454	0.5608	-0.00084348	0.64826	-6.5569E-06
B1	26490	4.00	NAN	NAN	NAN	NAN	NAN	NAN	1.0444	-0.00033733	0.94479	-0.0012963	0.78962	-0.0010612	0.67315	-0.0021242	0.52232	-0.00065495	1.0529	-0.00037939	0.94949	-0.0013085	0.78944	-0.0010705	0.66864	-0.0024338	0.51418	-0.00069729	NAN	NAN	1.0482	-0.00033636	0.88229	-0.0013406	0.69514	-0.00096824	0.54781	-0.00071849	0.65061	-5.1011E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.058	-0.00029368	0.90599	-0.0015144	0.70199	-0.00076752	0.56219	-0.00057976	NAN	NAN	1.071	-0.0018814	1.0209	-0.00010471	0.85738	-0.0023005	0.71252	-0.0015089	0.53708	-0.00058352	NAN	NAN	1.0678	-0.00012588	0.90196	-8.4153E-05	0.98472	-8.5259E-05	0.78506	-8.8022E-05	0.8735	-2.248E-06	0.87003	-3.2715E-05	0.4477	-0.00019861	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0583	-0.00031754	0.90366	-0.001523	0.69234	-0.0010461	0.56058	-0.00084368	0.64824	-6.5867E-06
B2	23010	4.06	NAN	NAN	NAN	NAN	NAN	NAN	1.0436	-0.00033755	0.94434	-0.0012942	0.78943	-0.0010625	0.67286	-0.0021306	0.52221	-0.0006555	1.0521	-0.00038183	0.949	-0.0013066	0.78925	-0.0010718	0.66832	-0.0024422	0.51405	-0.00069753	NAN	NAN	1.0474	-0.00033677	0.88206	-0.0013398	0.69501	-0.00096817	0.54769	-0.00071843	0.65061	-5.1335E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0575	-0.00029529	0.90561	-0.0015097	0.7019	-0.00076697	0.56209	-0.00057989	NAN	NAN	1.0714	-0.0020932	1.0205	-0.00010449	0.85698	-0.0023016	0.71228	-0.0015076	0.53698	-0.00058338	NAN	NAN	1.0677	-0.00012588	0.90196	-8.3741E-05	0.98463	-8.4928E-05	0.78504	-8.8032E-05	0.87352	-2.2657E-06	0.87002	-3.2905E-05	0.44761	-0.00019849	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.058	-0.00033233	0.90335	-0.0015215	0.69219	-0.001046	0.56044	-0.00084369	0.64823	-6.6107E-06
B3	19320	4.06	NAN	NAN	NAN	NAN	NAN	NAN	1.0421	-0.00033659	0.94363	-0.0012925	0.78909	-0.0010655	0.6723	-0.0021426	0.52198	-0.00065676	1.0507	-0.00038518	0.94822	-0.0013051	0.78891	-0.0010749	0.66767	-0.0024583	0.51379	-0.00069807	NAN	NAN	1.046	-0.00033643	0.8816	-0.0013376	0.69473	-0.00096787	0.54747	-0.00071854	0.6506	-5.1709E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0565	-0.00029802	0.90494	-0.0015023	0.70169	-0.0007661	0.56192	-0.00058013	NAN	NAN	1.0725	-0.0025261	1.0198	-0.00010362	0.85622	-0.0023028	0.7118	-0.001505	0.5368	-0.00058341	NAN	NAN	1.0675	-0.00012576	0.90195	-8.3205E-05	0.98451	-8.4486E-05	0.78501	-8.8069E-05	0.87355	-2.2913E-06	0.86999	-3.3208E-05	0.44746	-0.00019819	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0575	-0.00036296	0.90278	-0.0015188	0.69189	-0.0010458	0.56017	-0.00084379	0.6482	-6.6325E-06
B5	15420	4.10	NAN	NAN	NAN	NAN	NAN	NAN	1.0399	-0.00033233	0.94258	-0.0012919	0.78862	-0.0010694	0.67157	-0.0021583	0.52169	-0.00065868	1.0485	-0.00038744	0.94711	-0.0013053	0.78844	-0.0010787	0.66685	-0.0024794	0.51345	-0.00069913	NAN	NAN	1.0439	-0.00033341	0.88086	-0.0013327	0.69439	-0.00096768	0.54719	-0.00071865	0.6506	-5.2367E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.055	-0.00030119	0.90391	-0.001491	0.70144	-0.00076512	0.5617	-0.00058037	NAN	NAN	1.0742	-0.0032894	1.0189	-0.00010195	0.85504	-0.0023011	0.71118	-0.0015013	0.53658	-0.00058344	NAN	NAN	1.0672	-0.00012558	0.90192	-8.2646E-05	0.98437	-8.4039E-05	0.78496	-8.8073E-05	0.87361	-2.33E-06	0.86995	-3.3657E-05	0.44724	-0.00019766	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0567	-0.00041805	0.90185	-0.0015134	0.69151	-0.0010458	0.55984	-0.00084383	0.64817	-6.6718E-06
B6	14190	4.09	NAN	NAN	NAN	NAN	NAN	NAN	1.039	-0.00032963	0.94227	-0.0012917	0.78849	-0.0010704	0.67138	-0.002163	0.52161	-0.00065944	1.0476	-0.00038739	0.94678	-0.0013053	0.7883	-0.0010797	0.66661	-0.002486	0.51335	-0.0006997	NAN	NAN	1.0431	-0.00033135	0.88064	-0.0013312	0.6943	-0.00096765	0.54712	-0.00071861	0.65059	-5.2607E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0544	-0.00030222	0.9036	-0.0014877	0.70138	-0.00076481	0.56165	-0.00058043	NAN	NAN	1.0749	-0.0035995	1.0185	-0.00010114	0.85469	-0.0023002	0.71102	-0.0015003	0.53652	-0.00058337	NAN	NAN	1.0671	-0.00012558	0.90191	-8.2482E-05	0.98433	-8.3892E-05	0.78495	-8.8063E-05	0.87362	-2.3425E-06	0.86993	-3.3803E-05	0.44715	-0.0001974	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0563	-0.00044081	0.90158	-0.0015117	0.69141	-0.0010458	0.55976	-0.00084379	0.64815	-6.6865E-06
B7	12790	4.07	NAN	NAN	NAN	NAN	NAN	NAN	1.0366	-0.00032013	0.94149	-0.0012904	0.78821	-0.001072	0.67094	-0.0021749	0.5214	-0.00066148	1.045	-0.00038535	0.94594	-0.0013042	0.78802	-0.0010814	0.66611	-0.0025028	0.5131	-0.00070136	NAN	NAN	1.0407	-0.0003238	0.8801	-0.0013275	0.69412	-0.00096783	0.54696	-0.00071852	0.65059	-5.3368E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0527	-0.00030481	0.90285	-0.0014792	0.70128	-0.0007641	0.56151	-0.00058057	NAN	NAN	1.0771	-0.0045833	1.0176	-9.8662E-05	0.85387	-0.002297	0.71069	-0.0014985	0.53639	-0.00058318	NAN	NAN	1.0668	-0.00012565	0.90189	-8.1979E-05	0.98421	-8.3441E-05	0.78492	-8.803E-05	0.87368	-2.3802E-06	0.86989	-3.4266E-05	0.44691	-0.00019671	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0554	-0.00051505	0.9009	-0.0015076	0.69121	-0.0010462	0.55956	-0.00084376	0.64812	-6.7354E-06
B8	11510	4.07	0.25215	-0.00041192	0.14826	-7.6468E-05	0.089853	-2.0639E-05	1.0361	-0.00032167	0.94098	-0.0012891	0.78807	-0.0010726	0.67072	-0.0021795	0.52171	-0.00066123	1.0446	-0.00038872	0.94538	-0.0013032	0.78788	-0.001082	0.66586	-0.0025076	0.51341	-0.00070413	0.75755	-0.01081	1.0403	-0.0003258	0.87974	-0.0013255	0.69404	-0.00096791	0.54726	-0.00071148	0.65055	-5.3691E-06	0.88255	-0.001683	0.69751	-0.0010186	0.55879	-0.00055418	0.4601	-0.00025074	0.37256	-6.9118E-05	1.0525	-0.0003077	0.90236	-0.001474	0.70123	-0.00076361	0.56149	-0.0005796	0.44057	-0.00063932	1.0784	-0.0050009	1.0172	-9.8053E-05	0.85336	-0.0022941	0.71054	-0.0014979	0.53671	-0.00057766	0.42668	-0.00064398	1.0669	-0.00012451	0.90191	-8.1634E-05	0.98412	-8.3129E-05	0.78491	-8.8016E-05	0.87364	-2.5723E-06	0.8698	-3.4483E-05	0.44653	-0.00019447	0.34941	-0.00015141	0.24672	-0.00014675	0.15027	-9.7259E-05	0.086989	-2.6142E-05	0.44948	0.00080325	0.3554	-0.0001499	0.24619	-0.00016713	0.14892	-9.1813E-05	0.091832	-7.5841E-05	1.0555	-0.00054989	0.90046	-0.0015054	0.69111	-0.0010464	0.55972	-0.00083748	0.64807	-6.692E-06
