#	Type	Teff	logg	A_J_2MASS_1	A_J_2MASS_2	A_H_2MASS_1	A_H_2MASS_2	A_Ks_2MASS_1	A_Ks_2MASS_2	A_U_Bessell_1	A_U_Bessell_2	A_B_Bessell_1	A_B_Bessell_2	A_V_Bessell_1	A_V_Bessell_2	A_R_Bessell_1	A_R_Bessell_2	A_I_Bessell_1	A_I_Bessell_2	A_U_Bessell_noatmccd_1	A_U_Bessell_noatmccd_2	A_B_Bessell_noatmccd_1	A_B_Bessell_noatmccd_2	A_V_Bessell_noatmccd_1	A_V_Bessell_noatmccd_2	A_R_Bessell_noatmccd_1	A_R_Bessell_noatmccd_2	A_I_Bessell_noatmccd_1	A_I_Bessell_noatmccd_2	A_G_Gaia_1	A_G_Gaia_2	A_U_INT_1	A_U_INT_2	A_g_INT_1	A_g_INT_2	A_r_INT_1	A_r_INT_2	A_i_INT_1	A_i_INT_2	A_Ha_INT_1	A_Ha_INT_2	A_g_PANSTARRS_1	A_g_PANSTARRS_2	A_r_PANSTARRS_1	A_r_PANSTARRS_2	A_i_PANSTARRS_1	A_i_PANSTARRS_2	A_z_PANSTARRS_1	A_z_PANSTARRS_2	A_y_PANSTARRS_1	A_y_PANSTARRS_2	A_u_SDSS_1	A_u_SDSS_2	A_g_SDSS_1	A_g_SDSS_2	A_r_SDSS_1	A_r_SDSS_2	A_i_SDSS_1	A_i_SDSS_2	A_z_SDSS_1	A_z_SDSS_2	A_u_Skymapper_1	A_u_Skymapper_2	A_v_Skymapper_1	A_v_Skymapper_2	A_g_Skymapper_1	A_g_Skymapper_2	A_r_Skymapper_1	A_r_Skymapper_2	A_i_Skymapper_1	A_i_Skymapper_2	A_z_Skymapper_1	A_z_Skymapper_2	A_u_Stromgren_1	A_u_Stromgren_2	A_b_Stromgren_1	A_b_Stromgren_2	A_v_Stromgren_1	A_v_Stromgren_2	A_y_Stromgren_1	A_y_Stromgren_2	A_Hbn_Stromgren_1	A_Hbn_Stromgren_2	A_Hbw_Stromgren_1	A_Hbw_Stromgren_2	A_Z_UKIDSS_1	A_Z_UKIDSS_2	A_Y_UKIDSS_1	A_Y_UKIDSS_2	A_J_UKIDSS_1	A_J_UKIDSS_2	A_H_UKIDSS_1	A_H_UKIDSS_2	A_K_UKIDSS_1	A_K_UKIDSS_2	A_Z_VISTA_1	A_Z_VISTA_2	A_Y_VISTA_1	A_Y_VISTA_2	A_J_VISTA_1	A_J_VISTA_2	A_H_VISTA_1	A_H_VISTA_2	A_Ks_VISTA_1	A_Ks_VISTA_2	A_u_VST_1	A_u_VST_2	A_g_VST_1	A_g_VST_2	A_r_VST_1	A_r_VST_2	A_i_VST_1	A_i_VST_2	A_Ha_VST_1	A_Ha_VST_2
Rayleigh-Jeans	inf	inf	0.21296	-0.00028823	0.12561	-5.4945E-05	0.075822	-1.4765E-05	1.0655	-0.0006796	0.93359	-0.0020064	0.74458	-0.0014056	0.61422	-0.0023964	0.45512	-0.00062756	1.0777	-0.00077011	0.93969	-0.0020367	0.74439	-0.0014176	0.60961	-0.0027044	0.4472	-0.00066552	0.75275	-0.013565	1.0707	-0.00068469	0.85583	-0.0019394	0.63702	-0.001175	0.48069	-0.00071949	0.58676	-5.7572E-06	0.86168	-0.0025041	0.64107	-0.0012516	0.49228	-0.00056887	0.39586	-0.00021946	0.31476	-6.609E-05	1.0838	-0.00061143	0.88567	-0.0022553	0.64427	-0.00094423	0.49502	-0.00059202	0.37929	-0.00051505	1.1027	-0.0028612	1.03	-0.00019601	0.82745	-0.0032189	0.65724	-0.0018588	0.46973	-0.00057753	0.36639	-0.00051775	1.0963	-0.00027556	0.87651	-0.00012582	0.98057	-0.00014461	0.7377	-0.00011822	0.84175	-3.1461E-06	0.83781	-4.6067E-05	0.38301	-0.00017293	0.29483	-0.00011323	0.20797	-0.00010182	0.12737	-6.9706E-05	0.073413	-1.8697E-05	0.38666	0.00024947	0.29999	-0.00011067	0.20759	-0.00011646	0.12623	-6.6189E-05	0.077749	-6.7885E-05	1.0833	-0.00058935	0.88254	-0.0022469	0.63406	-0.0012637	0.4938	-0.00085848	0.58429	-7.5089E-06
O9	33500	3.95	NAN	NAN	NAN	NAN	NAN	NAN	1.0638	-0.00068126	0.93135	-0.0020164	0.74395	-0.0014144	0.61264	-0.0024074	0.45492	-0.00062757	1.076	-0.00077506	0.93738	-0.0020499	0.74375	-0.0014265	0.6079	-0.0027182	0.44698	-0.00066523	NAN	NAN	1.0691	-0.00068537	0.85384	-0.001923	0.63609	-0.0011707	0.48039	-0.00071751	0.58676	-5.8763E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0827	-0.00061163	0.88308	-0.0022266	0.64353	-0.00093963	0.49472	-0.0005918	NAN	NAN	1.1054	-0.0036808	1.029	-0.00019666	0.82483	-0.0031945	0.65601	-0.0018539	0.46951	-0.00057576	NAN	NAN	1.096	-0.0002727	0.8764	-0.00012576	0.98029	-0.00014409	0.73765	-0.00011778	0.84183	-3.2068E-06	0.83776	-4.6689E-05	0.38281	-0.0001726	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0829	-0.00063947	0.88016	-0.0022326	0.63306	-0.0012587	0.4934	-0.00085635	0.58424	-7.5919E-06
B0	31480	4.00	NAN	NAN	NAN	NAN	NAN	NAN	1.0634	-0.00067955	0.93119	-0.0020159	0.74381	-0.0014126	0.61283	-0.0024123	0.45484	-0.0006277	1.0756	-0.00077516	0.9372	-0.0020496	0.74362	-0.0014246	0.60809	-0.0027241	0.4469	-0.00066488	NAN	NAN	1.0687	-0.00068394	0.85373	-0.001922	0.63626	-0.0011722	0.48032	-0.00071838	0.58676	-5.8973E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0824	-0.00061184	0.88292	-0.0022243	0.64368	-0.00094037	0.49469	-0.00059197	NAN	NAN	1.1056	-0.0037824	1.0289	-0.00019686	0.82457	-0.0031951	0.65609	-0.0018524	0.46944	-0.00057637	NAN	NAN	1.0959	-0.00027357	0.8764	-0.00012553	0.98026	-0.00014396	0.73764	-0.00011796	0.84185	-3.2196E-06	0.83776	-4.6821E-05	0.38283	-0.00017284	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0827	-0.0006458	0.88001	-0.0022313	0.63323	-0.0012605	0.49333	-0.00085723	0.58423	-7.6114E-06
B1	26490	4.00	NAN	NAN	NAN	NAN	NAN	NAN	1.062	-0.00067609	0.93042	-0.0020145	0.74341	-0.0014139	0.61248	-0.0024231	0.45467	-0.00062828	1.0742	-0.00077677	0.93638	-0.002049	0.74321	-0.0014259	0.60767	-0.0027376	0.44671	-0.00066489	NAN	NAN	1.0674	-0.00068112	0.85318	-0.0019174	0.63611	-0.0011727	0.48013	-0.00071842	0.58676	-5.9391E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0815	-0.00061326	0.88216	-0.0022131	0.64358	-0.00093998	0.49455	-0.00059207	NAN	NAN	1.1069	-0.0042737	1.0284	-0.00019631	0.82365	-0.0031932	0.65573	-0.0018487	0.46928	-0.00057627	NAN	NAN	1.0956	-0.00027419	0.87639	-0.00012479	0.98013	-0.00014355	0.7376	-0.00011806	0.84188	-3.2463E-06	0.83774	-4.7073E-05	0.38273	-0.00017277	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0822	-0.00067853	0.87933	-0.0022254	0.63306	-0.0012612	0.49311	-0.00085729	0.58421	-7.6459E-06
B2	23010	4.06	NAN	NAN	NAN	NAN	NAN	NAN	1.0608	-0.00067478	0.92985	-0.00201	0.74319	-0.0014153	0.61217	-0.0024294	0.45457	-0.00062875	1.0731	-0.00077988	0.93576	-0.0020444	0.74299	-0.0014273	0.60732	-0.0027457	0.44659	-0.00066505	NAN	NAN	1.0663	-0.00068036	0.8529	-0.0019158	0.63596	-0.0011725	0.48001	-0.00071831	0.58676	-5.9769E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0807	-0.0006157	0.88169	-0.0022054	0.64348	-0.00093921	0.49445	-0.00059216	NAN	NAN	1.1083	-0.0047225	1.0278	-0.00019564	0.82316	-0.0031932	0.65546	-0.0018467	0.46919	-0.00057609	NAN	NAN	1.0955	-0.00027413	0.87639	-0.00012418	0.98002	-0.00014296	0.73759	-0.00011807	0.84191	-3.272E-06	0.83772	-4.7345E-05	0.38265	-0.00017266	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0818	-0.00070983	0.87895	-0.0022225	0.63289	-0.001261	0.49297	-0.00085721	0.5842	-7.6736E-06
B3	19320	4.06	NAN	NAN	NAN	NAN	NAN	NAN	1.0587	-0.00066973	0.92895	-0.0020051	0.7428	-0.0014188	0.61156	-0.002441	0.45434	-0.00062983	1.071	-0.00078318	0.93478	-0.0020397	0.74259	-0.0014308	0.60663	-0.0027611	0.44633	-0.00066544	NAN	NAN	1.0643	-0.00067674	0.85235	-0.0019116	0.63565	-0.0011718	0.47978	-0.00071831	0.58676	-6.0203E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0794	-0.00061966	0.88086	-0.0021929	0.64325	-0.00093797	0.49427	-0.00059233	NAN	NAN	1.1109	-0.0056193	1.0269	-0.00019355	0.82225	-0.0031921	0.65492	-0.0018426	0.469	-0.00057605	NAN	NAN	1.0952	-0.00027378	0.87637	-0.00012338	0.97985	-0.00014218	0.73755	-0.00011812	0.84195	-3.3091E-06	0.83769	-4.7779E-05	0.38251	-0.00017239	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0811	-0.00077448	0.87824	-0.0022169	0.63256	-0.0012603	0.4927	-0.00085714	0.58417	-7.6989E-06
B5	15420	4.10	NAN	NAN	NAN	NAN	NAN	NAN	1.0555	-0.00065676	0.92763	-0.002001	0.74226	-0.0014231	0.61078	-0.0024562	0.45406	-0.00063151	1.0679	-0.00078243	0.93337	-0.0020363	0.74205	-0.0014352	0.60574	-0.0027812	0.446	-0.00066627	NAN	NAN	1.0612	-0.00066641	0.85144	-0.0019029	0.63528	-0.0011712	0.4795	-0.00071828	0.58675	-6.097E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0772	-0.00062353	0.87959	-0.0021739	0.64298	-0.00093653	0.49406	-0.00059248	NAN	NAN	1.1153	-0.007139	1.0256	-0.00018985	0.82084	-0.0031857	0.65423	-0.0018371	0.46878	-0.000576	NAN	NAN	1.0948	-0.00027321	0.87633	-0.00012255	0.97967	-0.00014137	0.7375	-0.00011812	0.84201	-3.3651E-06	0.83763	-4.8421E-05	0.3823	-0.00017192	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0802	-0.00089008	0.8771	-0.0022064	0.63214	-0.0012598	0.49237	-0.00085696	0.58413	-7.7443E-06
B6	14190	4.09	NAN	NAN	NAN	NAN	NAN	NAN	1.0543	-0.00064972	0.92724	-0.0019997	0.74211	-0.0014243	0.61056	-0.0024609	0.45397	-0.00063218	1.0666	-0.00078019	0.93295	-0.0020352	0.74189	-0.0014363	0.60549	-0.0027876	0.4459	-0.00066675	NAN	NAN	1.06	-0.00066061	0.85117	-0.0019002	0.63518	-0.0011711	0.47943	-0.0007182	0.58675	-6.1249E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0763	-0.00062453	0.87921	-0.0021682	0.64291	-0.0009361	0.494	-0.00059251	NAN	NAN	1.1169	-0.0077349	1.0252	-0.00018812	0.82041	-0.0031833	0.65405	-0.0018356	0.46872	-0.00057592	NAN	NAN	1.0946	-0.00027315	0.87632	-0.00012231	0.97962	-0.00014111	0.73748	-0.0001181	0.84203	-3.3834E-06	0.83761	-4.8629E-05	0.38222	-0.0001717	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0797	-0.00093742	0.87676	-0.0022032	0.63203	-0.0012597	0.49228	-0.00085686	0.58412	-7.7614E-06
B7	12790	4.07	NAN	NAN	NAN	NAN	NAN	NAN	1.0508	-0.00062629	0.92625	-0.0019953	0.74178	-0.0014261	0.6101	-0.0024726	0.45377	-0.00063398	1.0629	-0.00076997	0.93188	-0.0020308	0.74157	-0.0014381	0.60495	-0.0028038	0.44566	-0.00066817	NAN	NAN	1.0566	-0.00064094	0.85051	-0.0018938	0.63498	-0.0011711	0.47927	-0.00071803	0.58675	-6.2135E-06	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0737	-0.00062648	0.87828	-0.002154	0.64279	-0.00093512	0.49387	-0.0005926	NAN	NAN	1.1217	-0.0095539	1.0239	-0.00018294	0.81942	-0.003176	0.65368	-0.0018329	0.46859	-0.00057568	NAN	NAN	1.0942	-0.0002731	0.87629	-0.00012156	0.97947	-0.00014032	0.73744	-0.00011806	0.8421	-3.4381E-06	0.83756	-4.9291E-05	0.38199	-0.00017109	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	1.0786	-0.0010908	0.87593	-0.0021953	0.63181	-0.0012599	0.49208	-0.00085669	0.58408	-7.8179E-06
B8	11510	4.07	0.2124	-0.00028771	0.12528	-5.483E-05	0.07578	-1.4799E-05	1.0501	-0.0006283	0.9256	-0.0019918	0.74162	-0.0014266	0.60986	-0.0024771	0.45407	-0.00063368	1.0623	-0.0007756	0.93118	-0.0020275	0.74141	-0.0014386	0.60468	-0.0028084	0.44596	-0.0006707	0.70787	-0.012229	1.056	-0.00064402	0.85008	-0.0018902	0.63489	-0.001171	0.47957	-0.00071128	0.58671	-6.251E-06	0.8536	-0.0023893	0.63876	-0.0012376	0.49109	-0.00056585	0.39439	-0.00022223	0.31462	-5.6188E-05	1.0735	-0.00063213	0.87768	-0.0021453	0.64274	-0.00093448	0.49384	-0.00059164	0.37636	-0.00053183	1.1241	-0.010307	1.0234	-0.00018155	0.81881	-0.0031704	0.65351	-0.0018319	0.46891	-0.00057043	0.36357	-0.00052604	1.0944	-0.00027072	0.87632	-0.00012105	0.97935	-0.00013976	0.73743	-0.00011804	0.84205	-3.7154E-06	0.83746	-4.9595E-05	0.38164	-0.00016911	0.2945	-0.00011306	0.20785	-0.00010198	0.12698	-6.9696E-05	0.073358	-1.872E-05	0.38535	0.00043216	0.29968	-0.00011173	0.20741	-0.00011632	0.12584	-6.589E-05	0.077477	-5.7999E-05	1.0789	-0.0011643	0.8754	-0.0021908	0.6317	-0.00126	0.49224	-0.00085059	0.58403	-7.7673E-06
B9	10400	4.03	0.21232	-0.00028763	0.12524	-5.4827E-05	0.075775	-1.4801E-05	1.0481	-0.00061465	0.92458	-0.0019859	0.74134	-0.0014279	0.6094	-0.0024867	0.45395	-0.00063398	1.0602	-0.00076664	0.93008	-0.0020221	0.74112	-0.0014399	0.60415	-0.0028201	0.44583	-0.00067076	0.70345	-0.0121	1.0541	-0.0006315	0.84944	-0.0018839	0.6347	-0.0011711	0.47942	-0.00071064	0.5867	-6.3136E-06	0.85268	-0.0023747	0.63856	-0.0012366	0.49095	-0.0005655	0.39426	-0.00022255	0.31462	-5.5456E-05	1.0721	-0.00062938	0.87674	-0.0021303	0.64263	-0.00093351	0.4937	-0.00059159	0.37604	-0.00053413	1.1277	-0.011799	1.0226	-0.00018051	0.81787	-0.0031623	0.65318	-0.0018298	0.4688	-0.00056981	0.36324	-0.00052735	1.094	-0.00027011	0.87632	-0.00012017	0.97916	-0.00013896	0.73741	-0.00011801	0.84209	-3.789E-06	0.8374	-5.0287E-05	0.38151	-0.00016892	0.29447	-0.00011303	0.20783	-0.000102	0.12694	-6.9704E-05	0.073351	-1.8724E-05	0.38523	0.00045884	0.29965	-0.00011186	0.20739	-0.00011631	0.1258	-6.587E-05	0.077447	-5.6967E-05	1.0786	-0.0013146	0.87456	-0.0021824	0.63149	-0.0012603	0.49205	-0.00084992	0.58399	-7.8008E-06
